interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_type,day_ahead_lmp,energy,congestion,loss
2024-05-16T16:00:00-04:00,2024-05-16 20:00:00+00:00,2024-05-16T17:00:00-04:00,2024-05-16 21:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,28.44,30.32,0.0,-1.88
2024-05-16T17:00:00-04:00,2024-05-16 21:00:00+00:00,2024-05-16T18:00:00-04:00,2024-05-16 22:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,29.32,31.26,0.0,-1.94
2024-05-16T18:00:00-04:00,2024-05-16 22:00:00+00:00,2024-05-16T19:00:00-04:00,2024-05-16 23:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,29.29,31.3,0.0,-2.01
2024-05-16T19:00:00-04:00,2024-05-16 23:00:00+00:00,2024-05-16T20:00:00-04:00,2024-05-17 00:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,35.67,36.54,0.0,-0.87
2024-05-16T20:00:00-04:00,2024-05-17 00:00:00+00:00,2024-05-16T21:00:00-04:00,2024-05-17 01:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,36.29,37.1,0.0,-0.81
2024-05-16T21:00:00-04:00,2024-05-17 01:00:00+00:00,2024-05-16T22:00:00-04:00,2024-05-17 02:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,30.35,30.93,0.0,-0.58
2024-05-16T22:00:00-04:00,2024-05-17 02:00:00+00:00,2024-05-16T23:00:00-04:00,2024-05-17 03:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,27.58,28.07,0.0,-0.49
2024-05-16T23:00:00-04:00,2024-05-17 03:00:00+00:00,2024-05-17T00:00:00-04:00,2024-05-17 04:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.2,23.66,0.0,-0.46
2024-05-17T00:00:00-04:00,2024-05-17 04:00:00+00:00,2024-05-17T01:00:00-04:00,2024-05-17 05:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,24.17,23.4,0.0,0.77
2024-05-17T01:00:00-04:00,2024-05-17 05:00:00+00:00,2024-05-17T02:00:00-04:00,2024-05-17 06:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,24.07,23.31,0.0,0.76
2024-05-17T02:00:00-04:00,2024-05-17 06:00:00+00:00,2024-05-17T03:00:00-04:00,2024-05-17 07:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.55,21.91,0.0,0.64
2024-05-17T03:00:00-04:00,2024-05-17 07:00:00+00:00,2024-05-17T04:00:00-04:00,2024-05-17 08:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.92,21.28,0.0,0.64
2024-05-17T04:00:00-04:00,2024-05-17 08:00:00+00:00,2024-05-17T05:00:00-04:00,2024-05-17 09:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.57,21.95,0.0,0.62
2024-05-17T05:00:00-04:00,2024-05-17 09:00:00+00:00,2024-05-17T06:00:00-04:00,2024-05-17 10:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.91,23.31,0.0,-0.4
2024-05-17T06:00:00-04:00,2024-05-17 10:00:00+00:00,2024-05-17T07:00:00-04:00,2024-05-17 11:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,27.28,27.92,0.0,-0.64
2024-05-17T07:00:00-04:00,2024-05-17 11:00:00+00:00,2024-05-17T08:00:00-04:00,2024-05-17 12:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,30.63,31.4,0.0,-0.77
2024-05-17T08:00:00-04:00,2024-05-17 12:00:00+00:00,2024-05-17T09:00:00-04:00,2024-05-17 13:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,27.56,28.05,0.0,-0.49
2024-05-17T09:00:00-04:00,2024-05-17 13:00:00+00:00,2024-05-17T10:00:00-04:00,2024-05-17 14:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,26.34,26.91,0.0,-0.57
2024-05-17T10:00:00-04:00,2024-05-17 14:00:00+00:00,2024-05-17T11:00:00-04:00,2024-05-17 15:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.72,23.09,0.0,-0.37
2024-05-17T11:00:00-04:00,2024-05-17 15:00:00+00:00,2024-05-17T12:00:00-04:00,2024-05-17 16:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.2,21.49,0.0,-0.29
2024-05-17T12:00:00-04:00,2024-05-17 16:00:00+00:00,2024-05-17T13:00:00-04:00,2024-05-17 17:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.74,21.02,0.0,-0.28
2024-05-17T13:00:00-04:00,2024-05-17 17:00:00+00:00,2024-05-17T14:00:00-04:00,2024-05-17 18:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.43,21.63,0.0,-0.2
2024-05-17T14:00:00-04:00,2024-05-17 18:00:00+00:00,2024-05-17T15:00:00-04:00,2024-05-17 19:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.16,21.36,0.0,-0.2
2024-05-17T15:00:00-04:00,2024-05-17 19:00:00+00:00,2024-05-17T16:00:00-04:00,2024-05-17 20:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,19.33,20.48,0.0,-1.15
2024-05-17T16:00:00-04:00,2024-05-17 20:00:00+00:00,2024-05-17T17:00:00-04:00,2024-05-17 21:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.71,23.15,0.0,-1.44
2024-05-17T17:00:00-04:00,2024-05-17 21:00:00+00:00,2024-05-17T18:00:00-04:00,2024-05-17 22:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,28.43,30.28,0.0,-1.85
2024-05-17T18:00:00-04:00,2024-05-17 22:00:00+00:00,2024-05-17T19:00:00-04:00,2024-05-17 23:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,30.63,32.91,0.0,-2.28
2024-05-17T19:00:00-04:00,2024-05-17 23:00:00+00:00,2024-05-17T20:00:00-04:00,2024-05-18 00:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,35.43,36.19,0.0,-0.76
2024-05-17T20:00:00-04:00,2024-05-18 00:00:00+00:00,2024-05-17T21:00:00-04:00,2024-05-18 01:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,35.52,36.5,0.0,-0.98
2024-05-17T21:00:00-04:00,2024-05-18 01:00:00+00:00,2024-05-17T22:00:00-04:00,2024-05-18 02:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,31.44,32.37,0.0,-0.93
2024-05-17T22:00:00-04:00,2024-05-18 02:00:00+00:00,2024-05-17T23:00:00-04:00,2024-05-18 03:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,29.39,30.04,0.0,-0.65
2024-05-17T23:00:00-04:00,2024-05-18 03:00:00+00:00,2024-05-18T00:00:00-04:00,2024-05-18 04:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.34,23.65,0.0,-0.31
2024-05-18T00:00:00-04:00,2024-05-18 04:00:00+00:00,2024-05-18T01:00:00-04:00,2024-05-18 05:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,26.32,27.08,0.0,-0.76
2024-05-18T01:00:00-04:00,2024-05-18 05:00:00+00:00,2024-05-18T02:00:00-04:00,2024-05-18 06:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,24.8,25.46,0.0,-0.66
2024-05-18T02:00:00-04:00,2024-05-18 06:00:00+00:00,2024-05-18T03:00:00-04:00,2024-05-18 07:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.36,23.91,0.0,-0.55
2024-05-18T03:00:00-04:00,2024-05-18 07:00:00+00:00,2024-05-18T04:00:00-04:00,2024-05-18 08:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.78,23.32,0.0,-0.54
2024-05-18T04:00:00-04:00,2024-05-18 08:00:00+00:00,2024-05-18T05:00:00-04:00,2024-05-18 09:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.73,23.31,0.0,-0.58
2024-05-18T05:00:00-04:00,2024-05-18 09:00:00+00:00,2024-05-18T06:00:00-04:00,2024-05-18 10:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.38,24.02,0.0,-0.64
2024-05-18T06:00:00-04:00,2024-05-18 10:00:00+00:00,2024-05-18T07:00:00-04:00,2024-05-18 11:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.37,24.02,0.0,-0.65
2024-05-18T07:00:00-04:00,2024-05-18 11:00:00+00:00,2024-05-18T08:00:00-04:00,2024-05-18 12:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.4,24.3,0.0,-0.9
2024-05-18T08:00:00-04:00,2024-05-18 12:00:00+00:00,2024-05-18T09:00:00-04:00,2024-05-18 13:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,27.93,28.92,0.01,-1.0
2024-05-18T09:00:00-04:00,2024-05-18 13:00:00+00:00,2024-05-18T10:00:00-04:00,2024-05-18 14:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,26.08,27.16,0.0,-1.08
2024-05-18T10:00:00-04:00,2024-05-18 14:00:00+00:00,2024-05-18T11:00:00-04:00,2024-05-18 15:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,24.17,25.01,0.0,-0.84
2024-05-18T11:00:00-04:00,2024-05-18 15:00:00+00:00,2024-05-18T12:00:00-04:00,2024-05-18 16:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,24.14,25.02,0.0,-0.88
2024-05-18T12:00:00-04:00,2024-05-18 16:00:00+00:00,2024-05-18T13:00:00-04:00,2024-05-18 17:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,24.49,25.38,0.0,-0.89
2024-05-18T13:00:00-04:00,2024-05-18 17:00:00+00:00,2024-05-18T14:00:00-04:00,2024-05-18 18:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,28.42,29.31,0.0,-0.89
2024-05-18T14:00:00-04:00,2024-05-18 18:00:00+00:00,2024-05-18T15:00:00-04:00,2024-05-18 19:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,28.11,28.91,0.0,-0.8
2024-05-18T15:00:00-04:00,2024-05-18 19:00:00+00:00,2024-05-18T16:00:00-04:00,2024-05-18 20:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,30.07,30.88,0.0,-0.81
2024-05-18T16:00:00-04:00,2024-05-18 20:00:00+00:00,2024-05-18T17:00:00-04:00,2024-05-18 21:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,30.46,31.45,0.0,-0.99
2024-05-18T17:00:00-04:00,2024-05-18 21:00:00+00:00,2024-05-18T18:00:00-04:00,2024-05-18 22:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,29.39,30.92,0.0,-1.53
2024-05-18T18:00:00-04:00,2024-05-18 22:00:00+00:00,2024-05-18T19:00:00-04:00,2024-05-18 23:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,30.35,31.97,0.0,-1.62
2024-05-18T19:00:00-04:00,2024-05-18 23:00:00+00:00,2024-05-18T20:00:00-04:00,2024-05-19 00:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,29.58,31.2,0.0,-1.62
2024-05-18T20:00:00-04:00,2024-05-19 00:00:00+00:00,2024-05-18T21:00:00-04:00,2024-05-19 01:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,31.89,33.45,0.0,-1.56
2024-05-18T21:00:00-04:00,2024-05-19 01:00:00+00:00,2024-05-18T22:00:00-04:00,2024-05-19 02:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,31.5,32.96,0.01,-1.47
2024-05-18T22:00:00-04:00,2024-05-19 02:00:00+00:00,2024-05-18T23:00:00-04:00,2024-05-19 03:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,25.61,26.5,0.0,-0.89
2024-05-18T23:00:00-04:00,2024-05-19 03:00:00+00:00,2024-05-19T00:00:00-04:00,2024-05-19 04:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.36,23.89,0.0,-0.53
2024-05-19T00:00:00-04:00,2024-05-19 04:00:00+00:00,2024-05-19T01:00:00-04:00,2024-05-19 05:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.34,21.91,0.0,-0.57
2024-05-19T01:00:00-04:00,2024-05-19 05:00:00+00:00,2024-05-19T02:00:00-04:00,2024-05-19 06:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.92,21.56,0.0,-0.64
2024-05-19T02:00:00-04:00,2024-05-19 06:00:00+00:00,2024-05-19T03:00:00-04:00,2024-05-19 07:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.27,20.89,0.0,-0.62
2024-05-19T03:00:00-04:00,2024-05-19 07:00:00+00:00,2024-05-19T04:00:00-04:00,2024-05-19 08:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.24,21.32,0.0,-0.08
2024-05-19T04:00:00-04:00,2024-05-19 08:00:00+00:00,2024-05-19T05:00:00-04:00,2024-05-19 09:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.32,21.41,0.0,-0.09
2024-05-19T05:00:00-04:00,2024-05-19 09:00:00+00:00,2024-05-19T06:00:00-04:00,2024-05-19 10:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.59,21.71,0.0,-0.12
2024-05-19T06:00:00-04:00,2024-05-19 10:00:00+00:00,2024-05-19T07:00:00-04:00,2024-05-19 11:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.64,20.89,0.0,-0.25
2024-05-19T07:00:00-04:00,2024-05-19 11:00:00+00:00,2024-05-19T08:00:00-04:00,2024-05-19 12:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,19.99,20.84,0.0,-0.85
2024-05-19T08:00:00-04:00,2024-05-19 12:00:00+00:00,2024-05-19T09:00:00-04:00,2024-05-19 13:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.02,22.04,0.0,-1.02
2024-05-19T09:00:00-04:00,2024-05-19 13:00:00+00:00,2024-05-19T10:00:00-04:00,2024-05-19 14:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,19.97,21.75,-0.73,-1.05
2024-05-19T10:00:00-04:00,2024-05-19 14:00:00+00:00,2024-05-19T11:00:00-04:00,2024-05-19 15:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.98,22.33,-0.28,-1.07
2024-05-19T11:00:00-04:00,2024-05-19 15:00:00+00:00,2024-05-19T12:00:00-04:00,2024-05-19 16:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.54,21.84,-0.26,-1.04
2024-05-19T12:00:00-04:00,2024-05-19 16:00:00+00:00,2024-05-19T13:00:00-04:00,2024-05-19 17:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.58,21.53,0.0,-0.95
2024-05-19T13:00:00-04:00,2024-05-19 17:00:00+00:00,2024-05-19T14:00:00-04:00,2024-05-19 18:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.36,22.27,0.0,-0.91
2024-05-19T14:00:00-04:00,2024-05-19 18:00:00+00:00,2024-05-19T15:00:00-04:00,2024-05-19 19:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.63,21.48,0.0,-0.85
2024-05-19T15:00:00-04:00,2024-05-19 19:00:00+00:00,2024-05-19T16:00:00-04:00,2024-05-19 20:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.62,21.48,0.0,-0.86
2024-05-19T16:00:00-04:00,2024-05-19 20:00:00+00:00,2024-05-19T17:00:00-04:00,2024-05-19 21:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.3,23.24,0.0,-0.94
2024-05-19T17:00:00-04:00,2024-05-19 21:00:00+00:00,2024-05-19T18:00:00-04:00,2024-05-19 22:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,28.14,29.36,0.0,-1.22
2024-05-19T18:00:00-04:00,2024-05-19 22:00:00+00:00,2024-05-19T19:00:00-04:00,2024-05-19 23:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,31.28,32.94,0.0,-1.66
2024-05-19T19:00:00-04:00,2024-05-19 23:00:00+00:00,2024-05-19T20:00:00-04:00,2024-05-20 00:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,35.51,37.63,0.0,-2.12
2024-05-19T20:00:00-04:00,2024-05-20 00:00:00+00:00,2024-05-19T21:00:00-04:00,2024-05-20 01:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,35.94,38.0,0.0,-2.06
2024-05-19T21:00:00-04:00,2024-05-20 01:00:00+00:00,2024-05-19T22:00:00-04:00,2024-05-20 02:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,31.09,32.58,0.0,-1.49
2024-05-19T22:00:00-04:00,2024-05-20 02:00:00+00:00,2024-05-19T23:00:00-04:00,2024-05-20 03:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.62,24.38,0.0,-0.76
2024-05-19T23:00:00-04:00,2024-05-20 03:00:00+00:00,2024-05-20T00:00:00-04:00,2024-05-20 04:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.37,23.89,0.0,-0.52
2024-05-20T00:00:00-04:00,2024-05-20 04:00:00+00:00,2024-05-20T01:00:00-04:00,2024-05-20 05:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.19,20.98,0.0,0.21
2024-05-20T01:00:00-04:00,2024-05-20 05:00:00+00:00,2024-05-20T02:00:00-04:00,2024-05-20 06:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.5,20.82,0.0,0.68
2024-05-20T02:00:00-04:00,2024-05-20 06:00:00+00:00,2024-05-20T03:00:00-04:00,2024-05-20 07:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.16,19.56,0.0,0.6
2024-05-20T03:00:00-04:00,2024-05-20 07:00:00+00:00,2024-05-20T04:00:00-04:00,2024-05-20 08:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,19.89,19.37,0.0,0.52
2024-05-20T04:00:00-04:00,2024-05-20 08:00:00+00:00,2024-05-20T05:00:00-04:00,2024-05-20 09:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,19.6,19.49,0.0,0.11
2024-05-20T05:00:00-04:00,2024-05-20 09:00:00+00:00,2024-05-20T06:00:00-04:00,2024-05-20 10:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.88,21.29,0.01,-0.42
2024-05-20T06:00:00-04:00,2024-05-20 10:00:00+00:00,2024-05-20T07:00:00-04:00,2024-05-20 11:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.54,23.27,0.02,-0.75
2024-05-20T07:00:00-04:00,2024-05-20 11:00:00+00:00,2024-05-20T08:00:00-04:00,2024-05-20 12:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,29.49,30.23,0.05,-0.79
2024-05-20T08:00:00-04:00,2024-05-20 12:00:00+00:00,2024-05-20T09:00:00-04:00,2024-05-20 13:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,24.95,25.5,0.01,-0.56
2024-05-20T09:00:00-04:00,2024-05-20 13:00:00+00:00,2024-05-20T10:00:00-04:00,2024-05-20 14:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,24.6,24.95,0.0,-0.35
2024-05-20T10:00:00-04:00,2024-05-20 14:00:00+00:00,2024-05-20T11:00:00-04:00,2024-05-20 15:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.32,23.47,0.0,-0.15
2024-05-20T11:00:00-04:00,2024-05-20 15:00:00+00:00,2024-05-20T12:00:00-04:00,2024-05-20 16:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.83,21.96,0.0,-0.13
2024-05-20T12:00:00-04:00,2024-05-20 16:00:00+00:00,2024-05-20T13:00:00-04:00,2024-05-20 17:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,21.64,21.62,0.0,0.02
2024-05-20T13:00:00-04:00,2024-05-20 17:00:00+00:00,2024-05-20T14:00:00-04:00,2024-05-20 18:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.92,22.83,0.0,0.09
2024-05-20T14:00:00-04:00,2024-05-20 18:00:00+00:00,2024-05-20T15:00:00-04:00,2024-05-20 19:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.61,23.53,0.0,0.08
2024-05-20T15:00:00-04:00,2024-05-20 19:00:00+00:00,2024-05-20T16:00:00-04:00,2024-05-20 20:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,20.48,21.39,0.0,-0.91
2024-05-20T16:00:00-04:00,2024-05-20 20:00:00+00:00,2024-05-20T17:00:00-04:00,2024-05-20 21:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,28.89,30.38,0.0,-1.49
2024-05-20T17:00:00-04:00,2024-05-20 21:00:00+00:00,2024-05-20T18:00:00-04:00,2024-05-20 22:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,34.62,36.39,0.0,-1.77
2024-05-20T18:00:00-04:00,2024-05-20 22:00:00+00:00,2024-05-20T19:00:00-04:00,2024-05-20 23:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,39.04,41.29,0.0,-2.25
2024-05-20T19:00:00-04:00,2024-05-20 23:00:00+00:00,2024-05-20T20:00:00-04:00,2024-05-21 00:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,43.9,44.67,0.0,-0.77
2024-05-20T20:00:00-04:00,2024-05-21 00:00:00+00:00,2024-05-20T21:00:00-04:00,2024-05-21 01:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,42.04,42.71,0.0,-0.67
2024-05-20T21:00:00-04:00,2024-05-21 01:00:00+00:00,2024-05-20T22:00:00-04:00,2024-05-21 02:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,36.65,37.06,0.0,-0.41
2024-05-20T22:00:00-04:00,2024-05-21 02:00:00+00:00,2024-05-20T23:00:00-04:00,2024-05-21 03:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,27.6,27.92,0.0,-0.32
2024-05-20T23:00:00-04:00,2024-05-21 03:00:00+00:00,2024-05-21T00:00:00-04:00,2024-05-21 04:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.81,23.32,0.0,-0.51
2024-05-21T00:00:00-04:00,2024-05-21 04:00:00+00:00,2024-05-21T01:00:00-04:00,2024-05-21 05:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.2,22.62,0.0,0.58
2024-05-21T01:00:00-04:00,2024-05-21 05:00:00+00:00,2024-05-21T02:00:00-04:00,2024-05-21 06:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.0,22.42,0.0,0.58
2024-05-21T02:00:00-04:00,2024-05-21 06:00:00+00:00,2024-05-21T03:00:00-04:00,2024-05-21 07:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.24,21.65,0.0,0.59
2024-05-21T03:00:00-04:00,2024-05-21 07:00:00+00:00,2024-05-21T04:00:00-04:00,2024-05-21 08:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,22.01,21.46,0.0,0.55
