interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,location,location_type,day_ahead_lmp,energy,congestion,loss
2024-07-14T19:00:00-04:00,2024-07-14 23:00:00+00:00,2024-07-14T20:00:00-04:00,2024-07-15 00:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,92.63,95.43,0.0,-2.8
2024-07-14T20:00:00-04:00,2024-07-15 00:00:00+00:00,2024-07-14T21:00:00-04:00,2024-07-15 01:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,70.93,72.98,0.0,-2.05
2024-07-14T21:00:00-04:00,2024-07-15 01:00:00+00:00,2024-07-14T22:00:00-04:00,2024-07-15 02:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,45.87,46.59,0.0,-0.72
2024-07-14T22:00:00-04:00,2024-07-15 02:00:00+00:00,2024-07-14T23:00:00-04:00,2024-07-15 03:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,42.62,43.26,0.0,-0.64
2024-07-14T23:00:00-04:00,2024-07-15 03:00:00+00:00,2024-07-15T00:00:00-04:00,2024-07-15 04:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,37.14,37.79,0.0,-0.65
2024-07-15T00:00:00-04:00,2024-07-15 04:00:00+00:00,2024-07-15T01:00:00-04:00,2024-07-15 05:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,38.57,38.0,0.0,0.57
2024-07-15T01:00:00-04:00,2024-07-15 05:00:00+00:00,2024-07-15T02:00:00-04:00,2024-07-15 06:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,38.96,38.05,0.0,0.91
2024-07-15T02:00:00-04:00,2024-07-15 06:00:00+00:00,2024-07-15T03:00:00-04:00,2024-07-15 07:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,36.64,35.79,0.0,0.85
2024-07-15T03:00:00-04:00,2024-07-15 07:00:00+00:00,2024-07-15T04:00:00-04:00,2024-07-15 08:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,36.29,35.62,0.0,0.67
2024-07-15T04:00:00-04:00,2024-07-15 08:00:00+00:00,2024-07-15T05:00:00-04:00,2024-07-15 09:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,36.53,35.78,0.0,0.75
2024-07-15T05:00:00-04:00,2024-07-15 09:00:00+00:00,2024-07-15T06:00:00-04:00,2024-07-15 10:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,34.52,35.54,0.0,-1.02
2024-07-15T06:00:00-04:00,2024-07-15 10:00:00+00:00,2024-07-15T07:00:00-04:00,2024-07-15 11:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,34.94,35.83,0.0,-0.89
2024-07-15T07:00:00-04:00,2024-07-15 11:00:00+00:00,2024-07-15T08:00:00-04:00,2024-07-15 12:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,34.92,35.92,0.0,-1.0
2024-07-15T08:00:00-04:00,2024-07-15 12:00:00+00:00,2024-07-15T09:00:00-04:00,2024-07-15 13:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,35.58,36.57,0.0,-0.99
2024-07-15T09:00:00-04:00,2024-07-15 13:00:00+00:00,2024-07-15T10:00:00-04:00,2024-07-15 14:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,36.03,37.13,0.0,-1.1
2024-07-15T10:00:00-04:00,2024-07-15 14:00:00+00:00,2024-07-15T11:00:00-04:00,2024-07-15 15:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,39.84,41.04,0.0,-1.2
2024-07-15T11:00:00-04:00,2024-07-15 15:00:00+00:00,2024-07-15T12:00:00-04:00,2024-07-15 16:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,46.3,47.84,0.0,-1.54
2024-07-15T12:00:00-04:00,2024-07-15 16:00:00+00:00,2024-07-15T13:00:00-04:00,2024-07-15 17:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,63.04,65.14,0.0,-2.1
2024-07-15T13:00:00-04:00,2024-07-15 17:00:00+00:00,2024-07-15T14:00:00-04:00,2024-07-15 18:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,87.57,90.25,0.0,-2.68
2024-07-15T14:00:00-04:00,2024-07-15 18:00:00+00:00,2024-07-15T15:00:00-04:00,2024-07-15 19:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,143.95,149.48,0.0,-5.53
2024-07-15T15:00:00-04:00,2024-07-15 19:00:00+00:00,2024-07-15T16:00:00-04:00,2024-07-15 20:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,145.61,151.95,0.0,-6.34
2024-07-15T16:00:00-04:00,2024-07-15 20:00:00+00:00,2024-07-15T17:00:00-04:00,2024-07-15 21:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,187.1,206.44,0.0,-19.34
2024-07-15T17:00:00-04:00,2024-07-15 21:00:00+00:00,2024-07-15T18:00:00-04:00,2024-07-15 22:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,271.99,299.13,0.06,-27.2
2024-07-15T18:00:00-04:00,2024-07-15 22:00:00+00:00,2024-07-15T19:00:00-04:00,2024-07-15 23:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,279.08,305.91,0.14,-26.97
2024-07-15T19:00:00-04:00,2024-07-15 23:00:00+00:00,2024-07-15T20:00:00-04:00,2024-07-16 00:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,178.07,195.92,0.0,-17.85
2024-07-15T20:00:00-04:00,2024-07-16 00:00:00+00:00,2024-07-15T21:00:00-04:00,2024-07-16 01:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,149.98,157.08,0.0,-7.1
2024-07-15T21:00:00-04:00,2024-07-16 01:00:00+00:00,2024-07-15T22:00:00-04:00,2024-07-16 02:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,87.97,91.01,0.0,-3.04
2024-07-15T22:00:00-04:00,2024-07-16 02:00:00+00:00,2024-07-15T23:00:00-04:00,2024-07-16 03:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,45.32,46.37,0.08,-1.13
2024-07-15T23:00:00-04:00,2024-07-16 03:00:00+00:00,2024-07-16T00:00:00-04:00,2024-07-16 04:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,44.63,45.86,0.08,-1.31
2024-07-16T00:00:00-04:00,2024-07-16 04:00:00+00:00,2024-07-16T01:00:00-04:00,2024-07-16 05:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,47.65,49.01,0.0,-1.36
2024-07-16T01:00:00-04:00,2024-07-16 05:00:00+00:00,2024-07-16T02:00:00-04:00,2024-07-16 06:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,53.45,52.43,0.0,1.02
2024-07-16T02:00:00-04:00,2024-07-16 06:00:00+00:00,2024-07-16T03:00:00-04:00,2024-07-16 07:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,38.4,37.72,0.0,0.68
2024-07-16T03:00:00-04:00,2024-07-16 07:00:00+00:00,2024-07-16T04:00:00-04:00,2024-07-16 08:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,36.91,36.05,0.0,0.86
2024-07-16T04:00:00-04:00,2024-07-16 08:00:00+00:00,2024-07-16T05:00:00-04:00,2024-07-16 09:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,36.81,36.0,0.0,0.81
2024-07-16T05:00:00-04:00,2024-07-16 09:00:00+00:00,2024-07-16T06:00:00-04:00,2024-07-16 10:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,38.4,37.56,0.0,0.84
2024-07-16T06:00:00-04:00,2024-07-16 10:00:00+00:00,2024-07-16T07:00:00-04:00,2024-07-16 11:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,37.22,38.36,0.0,-1.14
2024-07-16T07:00:00-04:00,2024-07-16 11:00:00+00:00,2024-07-16T08:00:00-04:00,2024-07-16 12:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,48.72,50.15,0.0,-1.43
2024-07-16T08:00:00-04:00,2024-07-16 12:00:00+00:00,2024-07-16T09:00:00-04:00,2024-07-16 13:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,61.64,63.3,0.1,-1.76
2024-07-16T09:00:00-04:00,2024-07-16 13:00:00+00:00,2024-07-16T10:00:00-04:00,2024-07-16 14:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,50.62,52.06,0.0,-1.44
2024-07-16T10:00:00-04:00,2024-07-16 14:00:00+00:00,2024-07-16T11:00:00-04:00,2024-07-16 15:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,50.47,52.01,0.0,-1.54
2024-07-16T11:00:00-04:00,2024-07-16 15:00:00+00:00,2024-07-16T12:00:00-04:00,2024-07-16 16:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,69.62,72.01,0.11,-2.5
2024-07-16T12:00:00-04:00,2024-07-16 16:00:00+00:00,2024-07-16T13:00:00-04:00,2024-07-16 17:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,72.33,74.93,0.13,-2.73
2024-07-16T13:00:00-04:00,2024-07-16 17:00:00+00:00,2024-07-16T14:00:00-04:00,2024-07-16 18:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,100.62,103.84,0.41,-3.63
2024-07-16T14:00:00-04:00,2024-07-16 18:00:00+00:00,2024-07-16T15:00:00-04:00,2024-07-16 19:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,187.45,194.01,1.29,-7.85
2024-07-16T15:00:00-04:00,2024-07-16 19:00:00+00:00,2024-07-16T16:00:00-04:00,2024-07-16 20:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,230.92,240.99,1.6,-11.67
2024-07-16T16:00:00-04:00,2024-07-16 20:00:00+00:00,2024-07-16T17:00:00-04:00,2024-07-16 21:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,238.0,259.88,1.91,-23.79
2024-07-16T17:00:00-04:00,2024-07-16 21:00:00+00:00,2024-07-16T18:00:00-04:00,2024-07-16 22:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,281.29,308.09,2.31,-29.11
2024-07-16T18:00:00-04:00,2024-07-16 22:00:00+00:00,2024-07-16T19:00:00-04:00,2024-07-16 23:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,291.15,321.07,-0.71,-29.21
2024-07-16T19:00:00-04:00,2024-07-16 23:00:00+00:00,2024-07-16T20:00:00-04:00,2024-07-17 00:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,222.88,243.04,1.46,-21.62
2024-07-16T20:00:00-04:00,2024-07-17 00:00:00+00:00,2024-07-16T21:00:00-04:00,2024-07-17 01:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,209.56,216.94,1.43,-8.81
2024-07-16T21:00:00-04:00,2024-07-17 01:00:00+00:00,2024-07-16T22:00:00-04:00,2024-07-17 02:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,135.26,139.5,0.8,-5.04
2024-07-16T22:00:00-04:00,2024-07-17 02:00:00+00:00,2024-07-16T23:00:00-04:00,2024-07-17 03:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,83.89,86.06,0.26,-2.43
2024-07-16T23:00:00-04:00,2024-07-17 03:00:00+00:00,2024-07-17T00:00:00-04:00,2024-07-17 04:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,67.6,69.79,0.1,-2.29
2024-07-17T00:00:00-04:00,2024-07-17 04:00:00+00:00,2024-07-17T01:00:00-04:00,2024-07-17 05:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,73.38,72.04,0.11,1.23
2024-07-17T01:00:00-04:00,2024-07-17 05:00:00+00:00,2024-07-17T02:00:00-04:00,2024-07-17 06:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,60.89,59.85,0.0,1.04
2024-07-17T02:00:00-04:00,2024-07-17 06:00:00+00:00,2024-07-17T03:00:00-04:00,2024-07-17 07:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,47.8,46.78,0.0,1.02
2024-07-17T03:00:00-04:00,2024-07-17 07:00:00+00:00,2024-07-17T04:00:00-04:00,2024-07-17 08:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,41.58,40.6,0.0,0.98
2024-07-17T04:00:00-04:00,2024-07-17 08:00:00+00:00,2024-07-17T05:00:00-04:00,2024-07-17 09:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,39.51,38.52,0.0,0.99
2024-07-17T05:00:00-04:00,2024-07-17 09:00:00+00:00,2024-07-17T06:00:00-04:00,2024-07-17 10:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,37.23,38.04,0.0,-0.81
2024-07-17T06:00:00-04:00,2024-07-17 10:00:00+00:00,2024-07-17T07:00:00-04:00,2024-07-17 11:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,43.08,44.22,0.0,-1.14
2024-07-17T07:00:00-04:00,2024-07-17 11:00:00+00:00,2024-07-17T08:00:00-04:00,2024-07-17 12:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,46.68,47.96,0.0,-1.28
2024-07-17T08:00:00-04:00,2024-07-17 12:00:00+00:00,2024-07-17T09:00:00-04:00,2024-07-17 13:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,55.28,57.13,0.0,-1.85
2024-07-17T09:00:00-04:00,2024-07-17 13:00:00+00:00,2024-07-17T10:00:00-04:00,2024-07-17 14:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,59.43,61.64,0.0,-2.21
2024-07-17T10:00:00-04:00,2024-07-17 14:00:00+00:00,2024-07-17T11:00:00-04:00,2024-07-17 15:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,82.26,85.12,0.0,-2.86
2024-07-17T11:00:00-04:00,2024-07-17 15:00:00+00:00,2024-07-17T12:00:00-04:00,2024-07-17 16:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,86.74,89.49,0.0,-2.75
2024-07-17T12:00:00-04:00,2024-07-17 16:00:00+00:00,2024-07-17T13:00:00-04:00,2024-07-17 17:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,110.52,114.38,0.0,-3.86
2024-07-17T13:00:00-04:00,2024-07-17 17:00:00+00:00,2024-07-17T14:00:00-04:00,2024-07-17 18:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,159.32,164.96,0.5,-6.14
2024-07-17T14:00:00-04:00,2024-07-17 18:00:00+00:00,2024-07-17T15:00:00-04:00,2024-07-17 19:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,166.77,173.7,0.44,-7.37
2024-07-17T15:00:00-04:00,2024-07-17 19:00:00+00:00,2024-07-17T16:00:00-04:00,2024-07-17 20:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,158.43,173.1,0.35,-15.02
2024-07-17T16:00:00-04:00,2024-07-17 20:00:00+00:00,2024-07-17T17:00:00-04:00,2024-07-17 21:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,172.83,190.15,0.04,-17.36
2024-07-17T17:00:00-04:00,2024-07-17 21:00:00+00:00,2024-07-17T18:00:00-04:00,2024-07-17 22:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,227.22,251.06,0.0,-23.84
2024-07-17T18:00:00-04:00,2024-07-17 22:00:00+00:00,2024-07-17T19:00:00-04:00,2024-07-17 23:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,216.47,239.51,0.0,-23.04
2024-07-17T19:00:00-04:00,2024-07-17 23:00:00+00:00,2024-07-17T20:00:00-04:00,2024-07-18 00:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,178.9,187.76,0.19,-9.05
2024-07-17T20:00:00-04:00,2024-07-18 00:00:00+00:00,2024-07-17T21:00:00-04:00,2024-07-18 01:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,168.25,175.22,0.5,-7.47
2024-07-17T21:00:00-04:00,2024-07-18 01:00:00+00:00,2024-07-17T22:00:00-04:00,2024-07-18 02:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,135.35,139.17,0.66,-4.48
2024-07-17T22:00:00-04:00,2024-07-18 02:00:00+00:00,2024-07-17T23:00:00-04:00,2024-07-18 03:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,65.09,66.82,0.05,-1.78
2024-07-17T23:00:00-04:00,2024-07-18 03:00:00+00:00,2024-07-18T00:00:00-04:00,2024-07-18 04:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,60.18,62.08,0.02,-1.92
2024-07-18T00:00:00-04:00,2024-07-18 04:00:00+00:00,2024-07-18T01:00:00-04:00,2024-07-18 05:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,47.9,49.69,0.0,-1.79
2024-07-18T01:00:00-04:00,2024-07-18 05:00:00+00:00,2024-07-18T02:00:00-04:00,2024-07-18 06:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,48.93,49.37,0.0,-0.44
2024-07-18T02:00:00-04:00,2024-07-18 06:00:00+00:00,2024-07-18T03:00:00-04:00,2024-07-18 07:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,42.7,42.0,0.0,0.7
2024-07-18T03:00:00-04:00,2024-07-18 07:00:00+00:00,2024-07-18T04:00:00-04:00,2024-07-18 08:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,37.61,36.99,0.0,0.62
2024-07-18T04:00:00-04:00,2024-07-18 08:00:00+00:00,2024-07-18T05:00:00-04:00,2024-07-18 09:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,38.56,37.96,0.0,0.6
2024-07-18T05:00:00-04:00,2024-07-18 09:00:00+00:00,2024-07-18T06:00:00-04:00,2024-07-18 10:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,41.59,40.96,0.0,0.63
2024-07-18T06:00:00-04:00,2024-07-18 10:00:00+00:00,2024-07-18T07:00:00-04:00,2024-07-18 11:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,45.11,45.59,0.0,-0.48
2024-07-18T07:00:00-04:00,2024-07-18 11:00:00+00:00,2024-07-18T08:00:00-04:00,2024-07-18 12:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,48.02,49.89,0.0,-1.87
2024-07-18T08:00:00-04:00,2024-07-18 12:00:00+00:00,2024-07-18T09:00:00-04:00,2024-07-18 13:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,47.51,49.39,0.0,-1.88
2024-07-18T09:00:00-04:00,2024-07-18 13:00:00+00:00,2024-07-18T10:00:00-04:00,2024-07-18 14:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,47.65,49.54,0.0,-1.89
2024-07-18T10:00:00-04:00,2024-07-18 14:00:00+00:00,2024-07-18T11:00:00-04:00,2024-07-18 15:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,37.86,39.07,0.0,-1.21
2024-07-18T11:00:00-04:00,2024-07-18 15:00:00+00:00,2024-07-18T12:00:00-04:00,2024-07-18 16:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,37.92,38.97,0.0,-1.05
2024-07-18T12:00:00-04:00,2024-07-18 16:00:00+00:00,2024-07-18T13:00:00-04:00,2024-07-18 17:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,37.19,37.98,0.0,-0.79
2024-07-18T13:00:00-04:00,2024-07-18 17:00:00+00:00,2024-07-18T14:00:00-04:00,2024-07-18 18:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,37.6,38.44,0.0,-0.84
2024-07-18T14:00:00-04:00,2024-07-18 18:00:00+00:00,2024-07-18T15:00:00-04:00,2024-07-18 19:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,37.87,39.02,0.0,-1.15
2024-07-18T15:00:00-04:00,2024-07-18 19:00:00+00:00,2024-07-18T16:00:00-04:00,2024-07-18 20:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,38.09,40.76,0.0,-2.67
2024-07-18T16:00:00-04:00,2024-07-18 20:00:00+00:00,2024-07-18T17:00:00-04:00,2024-07-18 21:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,60.22,64.91,0.0,-4.69
2024-07-18T17:00:00-04:00,2024-07-18 21:00:00+00:00,2024-07-18T18:00:00-04:00,2024-07-18 22:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,66.99,72.93,0.01,-5.95
2024-07-18T18:00:00-04:00,2024-07-18 22:00:00+00:00,2024-07-18T19:00:00-04:00,2024-07-18 23:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,66.89,72.79,0.01,-5.91
2024-07-18T19:00:00-04:00,2024-07-18 23:00:00+00:00,2024-07-18T20:00:00-04:00,2024-07-19 00:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,63.02,64.99,0.01,-1.98
2024-07-18T20:00:00-04:00,2024-07-19 00:00:00+00:00,2024-07-18T21:00:00-04:00,2024-07-19 01:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,44.58,45.82,0.0,-1.24
2024-07-18T21:00:00-04:00,2024-07-19 01:00:00+00:00,2024-07-18T22:00:00-04:00,2024-07-19 02:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,44.16,44.71,0.07,-0.62
2024-07-18T22:00:00-04:00,2024-07-19 02:00:00+00:00,2024-07-18T23:00:00-04:00,2024-07-19 03:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,35.48,35.9,0.0,-0.42
2024-07-18T23:00:00-04:00,2024-07-19 03:00:00+00:00,2024-07-19T00:00:00-04:00,2024-07-19 04:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,34.7,35.51,0.0,-0.81
2024-07-19T00:00:00-04:00,2024-07-19 04:00:00+00:00,2024-07-19T01:00:00-04:00,2024-07-19 05:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,33.47,34.33,0.04,-0.9
2024-07-19T01:00:00-04:00,2024-07-19 05:00:00+00:00,2024-07-19T02:00:00-04:00,2024-07-19 06:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,29.83,30.71,0.0,-0.88
2024-07-19T02:00:00-04:00,2024-07-19 06:00:00+00:00,2024-07-19T03:00:00-04:00,2024-07-19 07:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,25.95,25.71,0.01,0.23
2024-07-19T03:00:00-04:00,2024-07-19 07:00:00+00:00,2024-07-19T04:00:00-04:00,2024-07-19 08:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,24.34,24.01,0.0,0.33
2024-07-19T04:00:00-04:00,2024-07-19 08:00:00+00:00,2024-07-19T05:00:00-04:00,2024-07-19 09:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,23.63,23.37,0.0,0.26
2024-07-19T05:00:00-04:00,2024-07-19 09:00:00+00:00,2024-07-19T06:00:00-04:00,2024-07-19 10:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,24.21,24.0,0.0,0.21
2024-07-19T06:00:00-04:00,2024-07-19 10:00:00+00:00,2024-07-19T07:00:00-04:00,2024-07-19 11:00:00+00:00,DAY_AHEAD_HOURLY,AR.BEARSWMP13.8BSW1P,NETWORK NODE,29.02,28.78,0.0,0.24
