interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,location,location_type,lmp,energy,congestion,loss
2024-01-17T09:00:00-05:00,2024-01-17 14:00:00+00:00,2024-01-17T10:00:00-05:00,2024-01-17 15:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,146.72,143.91,3.91,-1.1
2024-01-17T10:00:00-05:00,2024-01-17 15:00:00+00:00,2024-01-17T11:00:00-05:00,2024-01-17 16:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,142.58,143.9,0.4,-1.72
2024-01-17T11:00:00-05:00,2024-01-17 16:00:00+00:00,2024-01-17T12:00:00-05:00,2024-01-17 17:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,113.17,114.56,0.0,-1.39
2024-01-17T12:00:00-05:00,2024-01-17 17:00:00+00:00,2024-01-17T13:00:00-05:00,2024-01-17 18:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,107.98,109.84,0.0,-1.86
2024-01-17T13:00:00-05:00,2024-01-17 18:00:00+00:00,2024-01-17T14:00:00-05:00,2024-01-17 19:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,106.89,108.04,0.66,-1.81
2024-01-17T14:00:00-05:00,2024-01-17 19:00:00+00:00,2024-01-17T15:00:00-05:00,2024-01-17 20:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,108.71,108.79,1.65,-1.73
2024-01-17T15:00:00-05:00,2024-01-17 20:00:00+00:00,2024-01-17T16:00:00-05:00,2024-01-17 21:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,109.97,108.93,2.78,-1.74
2024-01-17T16:00:00-05:00,2024-01-17 21:00:00+00:00,2024-01-17T17:00:00-05:00,2024-01-17 22:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,100.81,101.34,2.99,-3.52
2024-01-17T17:00:00-05:00,2024-01-17 22:00:00+00:00,2024-01-17T18:00:00-05:00,2024-01-17 23:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,129.46,131.81,4.6,-6.95
2024-01-17T18:00:00-05:00,2024-01-17 23:00:00+00:00,2024-01-17T19:00:00-05:00,2024-01-18 00:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,114.36,116.14,4.4,-6.18
2024-01-17T19:00:00-05:00,2024-01-18 00:00:00+00:00,2024-01-17T20:00:00-05:00,2024-01-18 01:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,110.2,112.12,3.66,-5.58
2024-01-17T20:00:00-05:00,2024-01-18 01:00:00+00:00,2024-01-17T21:00:00-05:00,2024-01-18 02:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,113.15,113.36,2.77,-2.98
2024-01-17T21:00:00-05:00,2024-01-18 02:00:00+00:00,2024-01-17T22:00:00-05:00,2024-01-18 03:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,91.24,90.82,1.28,-0.86
2024-01-17T22:00:00-05:00,2024-01-18 03:00:00+00:00,2024-01-17T23:00:00-05:00,2024-01-18 04:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,84.58,85.66,0.0,-1.08
2024-01-17T23:00:00-05:00,2024-01-18 04:00:00+00:00,2024-01-18T00:00:00-05:00,2024-01-18 05:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,73.15,73.49,0.87,-1.21
2024-01-18T00:00:00-05:00,2024-01-18 05:00:00+00:00,2024-01-18T01:00:00-05:00,2024-01-18 06:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,75.32,75.71,0.04,-0.43
2024-01-18T01:00:00-05:00,2024-01-18 06:00:00+00:00,2024-01-18T02:00:00-05:00,2024-01-18 07:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,87.71,85.51,0.14,2.06
2024-01-18T02:00:00-05:00,2024-01-18 07:00:00+00:00,2024-01-18T03:00:00-05:00,2024-01-18 08:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,80.37,78.02,0.02,2.33
2024-01-18T03:00:00-05:00,2024-01-18 08:00:00+00:00,2024-01-18T04:00:00-05:00,2024-01-18 09:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,81.37,79.06,0.0,2.31
2024-01-18T04:00:00-05:00,2024-01-18 09:00:00+00:00,2024-01-18T05:00:00-05:00,2024-01-18 10:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,90.33,88.41,1.06,0.86
2024-01-18T05:00:00-05:00,2024-01-18 10:00:00+00:00,2024-01-18T06:00:00-05:00,2024-01-18 11:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,185.08,181.2,3.37,0.51
2024-01-18T06:00:00-05:00,2024-01-18 11:00:00+00:00,2024-01-18T07:00:00-05:00,2024-01-18 12:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,164.11,164.46,3.05,-3.4
2024-01-18T07:00:00-05:00,2024-01-18 12:00:00+00:00,2024-01-18T08:00:00-05:00,2024-01-18 13:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,175.34,179.08,2.87,-6.61
2024-01-18T08:00:00-05:00,2024-01-18 13:00:00+00:00,2024-01-18T09:00:00-05:00,2024-01-18 14:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,182.91,186.33,2.35,-5.77
2024-01-18T09:00:00-05:00,2024-01-18 14:00:00+00:00,2024-01-18T10:00:00-05:00,2024-01-18 15:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,192.04,194.06,1.76,-3.78
2024-01-18T10:00:00-05:00,2024-01-18 15:00:00+00:00,2024-01-18T11:00:00-05:00,2024-01-18 16:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,178.63,178.45,3.59,-3.41
2024-01-18T11:00:00-05:00,2024-01-18 16:00:00+00:00,2024-01-18T12:00:00-05:00,2024-01-18 17:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,119.1,118.97,2.25,-2.12
2024-01-18T12:00:00-05:00,2024-01-18 17:00:00+00:00,2024-01-18T13:00:00-05:00,2024-01-18 18:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,106.91,106.8,1.8,-1.69
2024-01-18T13:00:00-05:00,2024-01-18 18:00:00+00:00,2024-01-18T14:00:00-05:00,2024-01-18 19:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,105.2,104.9,1.62,-1.32
2024-01-18T14:00:00-05:00,2024-01-18 19:00:00+00:00,2024-01-18T15:00:00-05:00,2024-01-18 20:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,106.85,103.75,3.96,-0.86
2024-01-18T15:00:00-05:00,2024-01-18 20:00:00+00:00,2024-01-18T16:00:00-05:00,2024-01-18 21:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,102.81,100.87,2.93,-0.99
2024-01-18T16:00:00-05:00,2024-01-18 21:00:00+00:00,2024-01-18T17:00:00-05:00,2024-01-18 22:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,93.36,93.36,2.11,-2.11
2024-01-18T17:00:00-05:00,2024-01-18 22:00:00+00:00,2024-01-18T18:00:00-05:00,2024-01-18 23:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,103.14,105.71,2.35,-4.92
2024-01-18T18:00:00-05:00,2024-01-18 23:00:00+00:00,2024-01-18T19:00:00-05:00,2024-01-19 00:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,86.99,89.93,1.8,-4.74
2024-01-18T19:00:00-05:00,2024-01-19 00:00:00+00:00,2024-01-18T20:00:00-05:00,2024-01-19 01:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,91.29,93.5,1.54,-3.75
2024-01-18T20:00:00-05:00,2024-01-19 01:00:00+00:00,2024-01-18T21:00:00-05:00,2024-01-19 02:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,83.88,85.49,0.2,-1.81
2024-01-18T21:00:00-05:00,2024-01-19 02:00:00+00:00,2024-01-18T22:00:00-05:00,2024-01-19 03:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,82.94,84.01,0.06,-1.13
2024-01-18T22:00:00-05:00,2024-01-19 03:00:00+00:00,2024-01-18T23:00:00-05:00,2024-01-19 04:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,77.46,78.35,0.01,-0.9
2024-01-18T23:00:00-05:00,2024-01-19 04:00:00+00:00,2024-01-19T00:00:00-05:00,2024-01-19 05:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,75.64,76.75,0.12,-1.23
2024-01-19T00:00:00-05:00,2024-01-19 05:00:00+00:00,2024-01-19T01:00:00-05:00,2024-01-19 06:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,97.3,94.94,0.87,1.49
2024-01-19T01:00:00-05:00,2024-01-19 06:00:00+00:00,2024-01-19T02:00:00-05:00,2024-01-19 07:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,106.35,102.59,0.7,3.06
2024-01-19T02:00:00-05:00,2024-01-19 07:00:00+00:00,2024-01-19T03:00:00-05:00,2024-01-19 08:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,73.72,71.36,0.12,2.24
2024-01-19T03:00:00-05:00,2024-01-19 08:00:00+00:00,2024-01-19T04:00:00-05:00,2024-01-19 09:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,73.82,71.66,0.12,2.04
2024-01-19T04:00:00-05:00,2024-01-19 09:00:00+00:00,2024-01-19T05:00:00-05:00,2024-01-19 10:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,75.74,73.55,0.13,2.06
2024-01-19T05:00:00-05:00,2024-01-19 10:00:00+00:00,2024-01-19T06:00:00-05:00,2024-01-19 11:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,81.8,79.9,0.98,0.92
2024-01-19T06:00:00-05:00,2024-01-19 11:00:00+00:00,2024-01-19T07:00:00-05:00,2024-01-19 12:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,75.19,75.18,0.55,-0.54
2024-01-19T07:00:00-05:00,2024-01-19 12:00:00+00:00,2024-01-19T08:00:00-05:00,2024-01-19 13:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,69.72,70.32,0.05,-0.65
2024-01-19T08:00:00-05:00,2024-01-19 13:00:00+00:00,2024-01-19T09:00:00-05:00,2024-01-19 14:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,62.3,62.98,0.08,-0.76
2024-01-19T09:00:00-05:00,2024-01-19 14:00:00+00:00,2024-01-19T10:00:00-05:00,2024-01-19 15:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,82.92,83.8,0.02,-0.9
2024-01-19T10:00:00-05:00,2024-01-19 15:00:00+00:00,2024-01-19T11:00:00-05:00,2024-01-19 16:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,106.37,106.4,0.23,-0.26
2024-01-19T11:00:00-05:00,2024-01-19 16:00:00+00:00,2024-01-19T12:00:00-05:00,2024-01-19 17:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,144.6,144.77,0.12,-0.29
2024-01-19T12:00:00-05:00,2024-01-19 17:00:00+00:00,2024-01-19T13:00:00-05:00,2024-01-19 18:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,115.87,115.35,0.0,0.52
2024-01-19T13:00:00-05:00,2024-01-19 18:00:00+00:00,2024-01-19T14:00:00-05:00,2024-01-19 19:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,102.17,102.1,0.0,0.07
2024-01-19T14:00:00-05:00,2024-01-19 19:00:00+00:00,2024-01-19T15:00:00-05:00,2024-01-19 20:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,99.17,99.7,0.0,-0.53
2024-01-19T15:00:00-05:00,2024-01-19 20:00:00+00:00,2024-01-19T16:00:00-05:00,2024-01-19 21:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,88.66,89.14,0.0,-0.48
2024-01-19T16:00:00-05:00,2024-01-19 21:00:00+00:00,2024-01-19T17:00:00-05:00,2024-01-19 22:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,81.95,84.7,0.0,-2.75
2024-01-19T17:00:00-05:00,2024-01-19 22:00:00+00:00,2024-01-19T18:00:00-05:00,2024-01-19 23:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,85.52,89.51,0.11,-4.1
2024-01-19T18:00:00-05:00,2024-01-19 23:00:00+00:00,2024-01-19T19:00:00-05:00,2024-01-20 00:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,82.6,85.97,0.09,-3.46
2024-01-19T19:00:00-05:00,2024-01-20 00:00:00+00:00,2024-01-19T20:00:00-05:00,2024-01-20 01:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,75.84,79.02,0.0,-3.18
2024-01-19T20:00:00-05:00,2024-01-20 01:00:00+00:00,2024-01-19T21:00:00-05:00,2024-01-20 02:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,72.59,73.96,0.01,-1.38
2024-01-19T21:00:00-05:00,2024-01-20 02:00:00+00:00,2024-01-19T22:00:00-05:00,2024-01-20 03:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,79.52,80.64,0.04,-1.16
2024-01-19T22:00:00-05:00,2024-01-20 03:00:00+00:00,2024-01-19T23:00:00-05:00,2024-01-20 04:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,73.86,74.95,0.0,-1.09
2024-01-19T23:00:00-05:00,2024-01-20 04:00:00+00:00,2024-01-20T00:00:00-05:00,2024-01-20 05:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,79.27,80.19,0.0,-0.92
2024-01-20T00:00:00-05:00,2024-01-20 05:00:00+00:00,2024-01-20T01:00:00-05:00,2024-01-20 06:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,105.61,103.87,0.0,1.74
2024-01-20T01:00:00-05:00,2024-01-20 06:00:00+00:00,2024-01-20T02:00:00-05:00,2024-01-20 07:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,102.72,99.78,0.0,2.94
2024-01-20T02:00:00-05:00,2024-01-20 07:00:00+00:00,2024-01-20T03:00:00-05:00,2024-01-20 08:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,97.18,94.41,0.0,2.77
2024-01-20T03:00:00-05:00,2024-01-20 08:00:00+00:00,2024-01-20T04:00:00-05:00,2024-01-20 09:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,89.2,86.92,0.0,2.28
2024-01-20T04:00:00-05:00,2024-01-20 09:00:00+00:00,2024-01-20T05:00:00-05:00,2024-01-20 10:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,88.76,86.74,0.0,2.02
2024-01-20T05:00:00-05:00,2024-01-20 10:00:00+00:00,2024-01-20T06:00:00-05:00,2024-01-20 11:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,72.64,73.86,0.0,-1.22
2024-01-20T06:00:00-05:00,2024-01-20 11:00:00+00:00,2024-01-20T07:00:00-05:00,2024-01-20 12:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,74.51,75.85,0.0,-1.34
2024-01-20T07:00:00-05:00,2024-01-20 12:00:00+00:00,2024-01-20T08:00:00-05:00,2024-01-20 13:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,69.32,70.45,0.0,-1.13
2024-01-20T08:00:00-05:00,2024-01-20 13:00:00+00:00,2024-01-20T09:00:00-05:00,2024-01-20 14:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,76.01,77.13,0.0,-1.12
2024-01-20T09:00:00-05:00,2024-01-20 14:00:00+00:00,2024-01-20T10:00:00-05:00,2024-01-20 15:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,74.61,75.8,0.0,-1.19
2024-01-20T10:00:00-05:00,2024-01-20 15:00:00+00:00,2024-01-20T11:00:00-05:00,2024-01-20 16:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,108.94,110.89,0.0,-1.95
2024-01-20T11:00:00-05:00,2024-01-20 16:00:00+00:00,2024-01-20T12:00:00-05:00,2024-01-20 17:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,106.48,107.73,0.0,-1.25
2024-01-20T12:00:00-05:00,2024-01-20 17:00:00+00:00,2024-01-20T13:00:00-05:00,2024-01-20 18:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,91.59,92.67,0.0,-1.08
2024-01-20T13:00:00-05:00,2024-01-20 18:00:00+00:00,2024-01-20T14:00:00-05:00,2024-01-20 19:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,103.79,104.98,0.0,-1.19
2024-01-20T14:00:00-05:00,2024-01-20 19:00:00+00:00,2024-01-20T15:00:00-05:00,2024-01-20 20:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,111.89,113.56,0.0,-1.67
2024-01-20T15:00:00-05:00,2024-01-20 20:00:00+00:00,2024-01-20T16:00:00-05:00,2024-01-20 21:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,118.68,120.46,0.0,-1.78
2024-01-20T16:00:00-05:00,2024-01-20 21:00:00+00:00,2024-01-20T17:00:00-05:00,2024-01-20 22:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,122.16,123.8,0.0,-1.64
2024-01-20T17:00:00-05:00,2024-01-20 22:00:00+00:00,2024-01-20T18:00:00-05:00,2024-01-20 23:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,118.82,122.45,0.0,-3.63
2024-01-20T18:00:00-05:00,2024-01-20 23:00:00+00:00,2024-01-20T19:00:00-05:00,2024-01-21 00:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,104.92,109.94,0.0,-5.02
2024-01-20T19:00:00-05:00,2024-01-21 00:00:00+00:00,2024-01-20T20:00:00-05:00,2024-01-21 01:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,115.37,119.22,0.0,-3.85
2024-01-20T20:00:00-05:00,2024-01-21 01:00:00+00:00,2024-01-20T21:00:00-05:00,2024-01-21 02:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,118.74,120.72,0.0,-1.98
2024-01-20T21:00:00-05:00,2024-01-21 02:00:00+00:00,2024-01-20T22:00:00-05:00,2024-01-21 03:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,128.48,130.59,0.0,-2.11
2024-01-20T22:00:00-05:00,2024-01-21 03:00:00+00:00,2024-01-20T23:00:00-05:00,2024-01-21 04:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,104.86,106.69,0.0,-1.83
2024-01-20T23:00:00-05:00,2024-01-21 04:00:00+00:00,2024-01-21T00:00:00-05:00,2024-01-21 05:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,127.32,129.89,0.0,-2.57
2024-01-21T00:00:00-05:00,2024-01-21 05:00:00+00:00,2024-01-21T01:00:00-05:00,2024-01-21 06:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,102.19,104.33,0.0,-2.14
2024-01-21T01:00:00-05:00,2024-01-21 06:00:00+00:00,2024-01-21T02:00:00-05:00,2024-01-21 07:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,107.87,109.97,0.0,-2.1
2024-01-21T02:00:00-05:00,2024-01-21 07:00:00+00:00,2024-01-21T03:00:00-05:00,2024-01-21 08:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,96.73,98.53,0.0,-1.8
2024-01-21T03:00:00-05:00,2024-01-21 08:00:00+00:00,2024-01-21T04:00:00-05:00,2024-01-21 09:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,93.14,94.7,0.0,-1.56
2024-01-21T04:00:00-05:00,2024-01-21 09:00:00+00:00,2024-01-21T05:00:00-05:00,2024-01-21 10:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,85.95,87.5,0.0,-1.55
2024-01-21T05:00:00-05:00,2024-01-21 10:00:00+00:00,2024-01-21T06:00:00-05:00,2024-01-21 11:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,95.16,96.92,0.0,-1.76
2024-01-21T06:00:00-05:00,2024-01-21 11:00:00+00:00,2024-01-21T07:00:00-05:00,2024-01-21 12:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,74.72,75.73,0.02,-1.03
2024-01-21T07:00:00-05:00,2024-01-21 12:00:00+00:00,2024-01-21T08:00:00-05:00,2024-01-21 13:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,73.94,74.71,0.01,-0.78
2024-01-21T08:00:00-05:00,2024-01-21 13:00:00+00:00,2024-01-21T09:00:00-05:00,2024-01-21 14:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,107.13,107.75,0.23,-0.85
2024-01-21T09:00:00-05:00,2024-01-21 14:00:00+00:00,2024-01-21T10:00:00-05:00,2024-01-21 15:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,82.94,83.81,0.0,-0.87
2024-01-21T10:00:00-05:00,2024-01-21 15:00:00+00:00,2024-01-21T11:00:00-05:00,2024-01-21 16:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,92.97,93.82,0.08,-0.93
2024-01-21T11:00:00-05:00,2024-01-21 16:00:00+00:00,2024-01-21T12:00:00-05:00,2024-01-21 17:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,98.69,99.4,0.16,-0.87
2024-01-21T12:00:00-05:00,2024-01-21 17:00:00+00:00,2024-01-21T13:00:00-05:00,2024-01-21 18:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,85.47,86.13,0.16,-0.82
2024-01-21T13:00:00-05:00,2024-01-21 18:00:00+00:00,2024-01-21T14:00:00-05:00,2024-01-21 19:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,77.4,78.16,0.06,-0.82
2024-01-21T14:00:00-05:00,2024-01-21 19:00:00+00:00,2024-01-21T15:00:00-05:00,2024-01-21 20:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,75.42,76.34,0.04,-0.96
2024-01-21T15:00:00-05:00,2024-01-21 20:00:00+00:00,2024-01-21T16:00:00-05:00,2024-01-21 21:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,94.31,95.82,0.1,-1.61
2024-01-21T16:00:00-05:00,2024-01-21 21:00:00+00:00,2024-01-21T17:00:00-05:00,2024-01-21 22:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,121.34,122.73,0.0,-1.39
2024-01-21T17:00:00-05:00,2024-01-21 22:00:00+00:00,2024-01-21T18:00:00-05:00,2024-01-21 23:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,131.13,133.4,0.02,-2.29
2024-01-21T18:00:00-05:00,2024-01-21 23:00:00+00:00,2024-01-21T19:00:00-05:00,2024-01-22 00:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,90.8,92.58,0.22,-2.0
2024-01-21T19:00:00-05:00,2024-01-22 00:00:00+00:00,2024-01-21T20:00:00-05:00,2024-01-22 01:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,113.48,114.36,0.45,-1.33
2024-01-21T20:00:00-05:00,2024-01-22 01:00:00+00:00,2024-01-21T21:00:00-05:00,2024-01-22 02:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,83.23,83.52,0.01,-0.3
2024-01-21T21:00:00-05:00,2024-01-22 02:00:00+00:00,2024-01-21T22:00:00-05:00,2024-01-22 03:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,83.77,84.05,0.12,-0.4
2024-01-21T22:00:00-05:00,2024-01-22 03:00:00+00:00,2024-01-21T23:00:00-05:00,2024-01-22 04:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,74.38,74.84,0.1,-0.56
2024-01-21T23:00:00-05:00,2024-01-22 04:00:00+00:00,2024-01-22T00:00:00-05:00,2024-01-22 05:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,91.05,91.85,0.15,-0.95
2024-01-22T00:00:00-05:00,2024-01-22 05:00:00+00:00,2024-01-22T01:00:00-05:00,2024-01-22 06:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,83.88,84.01,0.07,-0.2
2024-01-22T01:00:00-05:00,2024-01-22 06:00:00+00:00,2024-01-22T02:00:00-05:00,2024-01-22 07:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,74.12,74.11,0.09,-0.08
2024-01-22T02:00:00-05:00,2024-01-22 07:00:00+00:00,2024-01-22T03:00:00-05:00,2024-01-22 08:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,77.01,76.93,0.0,0.08
2024-01-22T03:00:00-05:00,2024-01-22 08:00:00+00:00,2024-01-22T04:00:00-05:00,2024-01-22 09:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,78.78,78.66,0.0,0.12
2024-01-22T04:00:00-05:00,2024-01-22 09:00:00+00:00,2024-01-22T05:00:00-05:00,2024-01-22 10:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,77.47,77.22,0.02,0.23
2024-01-22T05:00:00-05:00,2024-01-22 10:00:00+00:00,2024-01-22T06:00:00-05:00,2024-01-22 11:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,97.27,98.05,0.0,-0.78
2024-01-22T06:00:00-05:00,2024-01-22 11:00:00+00:00,2024-01-22T07:00:00-05:00,2024-01-22 12:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,145.82,149.65,0.0,-3.83
2024-01-22T07:00:00-05:00,2024-01-22 12:00:00+00:00,2024-01-22T08:00:00-05:00,2024-01-22 13:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,157.03,161.89,0.0,-4.86
2024-01-22T08:00:00-05:00,2024-01-22 13:00:00+00:00,2024-01-22T09:00:00-05:00,2024-01-22 14:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,112.69,116.33,0.0,-3.64
2024-01-22T09:00:00-05:00,2024-01-22 14:00:00+00:00,2024-01-22T10:00:00-05:00,2024-01-22 15:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,127.39,129.76,0.0,-2.37
2024-01-22T10:00:00-05:00,2024-01-22 15:00:00+00:00,2024-01-22T11:00:00-05:00,2024-01-22 16:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,103.74,103.74,0.0,0.0
2024-01-22T11:00:00-05:00,2024-01-22 16:00:00+00:00,2024-01-22T12:00:00-05:00,2024-01-22 17:00:00+00:00,AR.BEARSWMP13.8BSW1P,NETWORK NODE,73.04,72.75,0.0,0.29
